generation_idx	max_steps	mean_steps	max_apples	mean_apples	max_score	mean_score
1082	14600	3643.092	75	26.494	1.4696646736532006E34	8.035724235894639E32
1083	14600	3278.87	75	26.608	1.4696646736532006E34	6.245896295641908E32
1084	14600	3591.098	75	27.096	1.4696646736532006E34	8.289466836985023E32
1085	14600	3916.362	77	29.51	1.4696646736532006E34	8.150681498370371E32
1086	14600	4098.292	76	32.044	1.4696646736532006E34	8.630127949187576E32
1087	14600	4013.76	75	29.666	1.4696646736532006E34	6.066166380374178E32
1088	14600	3457.426	75	27.694	1.4696646736532006E34	5.687249327668456E32
1089	14600	3287.07	77	25.008	1.4696646736532006E34	7.01575732096299E32
1090	14600	3572.87	75	26.732	1.4696646736532006E34	6.3775948654225914E32
1091	14600	4189.524	75	29.518	1.4696646736532006E34	8.667555567739567E32
1092	14600	3762.068	75	28.522	1.4696646736532006E34	7.756814357628606E32
1093	14600	3901.444	75	28.81	1.4696646736532006E34	6.86512033231766E32
1094	14600	4152.922	75	28.83	1.4696646736532006E34	6.598812860495409E32
1095	14600	4180.484	74	30.332	1.4696646736532006E34	9.201736353428546E32
1096	14600	3864.378	75	30.754	1.4696646736532006E34	8.197699397699352E32
1097	14600	4241.508	75	31.414	1.4696646736532006E34	1.0317745949652667E33
1098	14600	4001.218	75	29.174	1.4696646736532006E34	1.0619041246855879E33
1099	14600	4310.202	78	30.076	1.4696646736532006E34	1.1072973271206368E33
1100	14600	4344.774	74	30.084	1.4696646736532006E34	1.228414019206695E33
1101	14600	4031.646	75	28.054	1.4696646736532006E34	9.402326272250585E32
1102	14600	3983.446	76	30.108	1.4696646736532006E34	1.1624548460269036E33
1103	14600	4390.902	75	31.868	1.4696646736532006E34	1.3131850205818807E33
1104	14600	3778.436	74	28.188	1.4696646736532006E34	8.475617231116113E32
1105	14600	4393.536	75	33.47	1.4696646736532006E34	1.2107622621950747E33
1106	14600	4588.45	75	33.19	1.4696646736532006E34	1.1293161659618591E33
1107	14600	4279.038	74	31.648	1.4696646736532006E34	1.1416963717225664E33
1108	14600	3982.154	74	30.106	1.4696646736532006E34	1.0458873127825911E33
1109	14600	4380.934	74	30.082	1.4696646736532006E34	1.2291566913382982E33
1110	14600	4067.17	75	31.034	1.4696646736532006E34	1.1003722408061356E33
1111	14600	3656.106	76	28.322	1.4696646736532006E34	8.252967521348022E32
1112	14600	3887.618	75	28.434	1.4696646736532006E34	8.286067042767308E32
1113	14600	3975.716	74	28.024	1.4696646736532006E34	1.0844943885694447E33
1114	14600	3549.606	75	27.51	1.4696646736532006E34	8.099895698216894E32
1115	14600	3434.46	74	24.864	1.4696646736532006E34	7.47352367869913E32
1116	14600	3480.402	74	25.92	1.4696646736532006E34	7.52967562504627E32
1117	14600	3723.068	74	27.756	1.4696646736532006E34	8.340310842498347E32
1118	14600	3811.83	74	26.89	1.4696646736532006E34	9.140175788013098E32
1119	14600	3134.632	75	22.9	1.4696646736532006E34	6.1832587931068424E32
1120	14600	3948.106	74	28.04	1.4696646736532006E34	8.271562543035043E32
1121	14600	3264.116	75	25.516	1.4696646736532006E34	6.462540680285418E32
1122	14600	3654.972	76	27.788	1.4696646736532006E34	7.659944737980606E32
1123	14600	3912.514	75	27.192	1.4696646736532006E34	1.0380548580179274E33
1124	14600	4010.022	75	28.196	1.4696646736532006E34	8.329185402481485E32
1125	14600	3787.918	74	27.306	1.4696646736532006E34	8.220580642943931E32
1126	14600	3756.604	76	28.22	1.4696646736532006E34	7.6599624797468E32
1127	14600	3960.472	75	28.726	1.4696646736532006E34	8.608336464745376E32
1128	14600	4101.244	75	29.888	1.4696646736532006E34	8.819242389039094E32
1129	14600	4083.868	75	31.552	1.4696646736532006E34	9.612702579228182E32
1130	14600	3943.102	74	29.182	1.4696646736532006E34	8.391961484300795E32
1131	14600	3874.388	76	27.644	1.4696646736532006E34	8.418951197283591E32
1132	14600	3953.136	75	29.918	1.4696646736532006E34	8.277463977673012E32
1133	14600	3964.134	75	32.066	1.4696646736532006E34	7.458864173739954E32
1134	14600	4120.244	74	30.178	1.4696646736532006E34	8.181808581101627E32
1135	14600	4013.038	74	29.968	1.4696646736532006E34	1.0466871583952314E33
1136	14600	3791.646	74	27.916	1.4696646736532006E34	8.56232592333352E32
1137	14600	3667.03	75	29.044	1.4696646736532006E34	6.545892034784321E32
1138	14600	3226.522	75	24.484	1.4696646736532006E34	5.5641995957702115E32
1139	14600	3884.206	74	30.278	1.4696646736532006E34	8.414905734571063E32
1140	14600	3809.658	74	28.89	1.4696646736532006E34	7.446775847099289E32
1141	14600	3305.418	75	25.734	1.4696646736532006E34	6.183737596932378E32
1142	14600	3415.742	74	24.6	1.4696646736532006E34	6.190429118570774E32
1143	14600	3751.208	75	29.194	1.4696646736532006E34	7.978913823265168E32
1144	14600	3271.964	77	26.778	1.4696646736532006E34	8.04978245993817E32
1145	14600	3636.604	75	29.022	1.4696646736532006E34	8.8279313518891E32
1146	14600	3691.328	75	27.936	1.4696646736532006E34	8.72708598894716E32
1147	14600	3590.406	75	27.626	1.4696646736532006E34	9.095169149784198E32
1148	14600	3696.852	75	27.592	1.4696646736532006E34	7.599173986886344E32
1149	14600	3933.12	75	29.104	1.4696646736532006E34	9.678380025482298E32
1150	14600	3669.816	75	29.174	1.4696646736532006E34	7.0798967710664E32
1151	14600	4176.318	75	30.834	1.4696646736532006E34	1.4453067110392982E33
1152	14600	4014.27	75	29.878	1.4696646736532006E34	8.069332304000223E32
1153	14600	4039.602	75	32.672	1.4696646736532006E34	1.0216819401534628E33
1154	14600	3908.324	75	28.642	1.4696646736532006E34	7.020160765564483E32
1155	14600	3791.356	76	29.64	1.4696646736532006E34	8.171265952093337E32
1156	14600	4257.008	75	31.608	1.4696646736532006E34	1.1356224402211844E33
1157	14600	3622.338	75	32.462	1.4696646736532006E34	7.702574188346678E32
1158	14600	4564.024	75	34.052	1.4696646736532006E34	1.2554609795217412E33
1159	14600	3970.29	76	30.908	1.4696646736532006E34	1.140266261800547E33
1160	14600	4191.45	75	30.462	1.4696646736532006E34	1.0734461888420605E33
1161	14600	4047.252	76	30.698	1.4696646736532006E34	1.0126494821474426E33
1162	14600	4191.886	76	31.982	1.4696646736532006E34	1.1031850872949821E33
1163	14600	4134.812	75	32.556	1.4696646736532006E34	8.902360846613159E32
1164	14600	4171.406	75	33.632	1.4696646736532006E34	1.0128725722076985E33
1165	14600	4064.924	74	30.39	1.4696646736532006E34	9.229959487515186E32
1166	14600	4054.65	74	32.29	1.4696646736532006E34	7.673379229097083E32
1167	14600	3928.244	75	29.924	1.4696646736532006E34	1.0382206229289295E33
1168	14600	3924.276	75	29.836	1.4696646736532006E34	8.235002496846273E32
1169	14600	3907.286	76	30.664	1.4696646736532006E34	9.685410866145539E32
1170	14600	4542.438	75	33.276	1.4696646736532006E34	9.481990037413817E32
1171	14600	4227.474	75	30.42	1.4696646736532006E34	1.024269250488243E33
1172	14600	4246.866	75	31.392	1.4696646736532006E34	9.822510824295829E32
1173	14600	3901.34	76	29.21	1.4696646736532006E34	9.367662327116926E32
1174	14600	4410.054	75	31.266	1.4696646736532006E34	1.1810524402329003E33
1175	14600	4467.29	74	31.468	1.4696646736532006E34	1.3896714272904894E33
1176	14600	3702.578	75	29.722	1.4696646736532006E34	7.896938464261882E32
1177	14600	4359.306	74	32.534	1.4696646736532006E34	1.1257924290764132E33
1178	14600	4303.968	74	29.906	1.4696646736532006E34	1.3540633762490882E33
1179	14600	4231.566	74	29.992	1.4696646736532006E34	1.1097337555899382E33
1180	14600	4070.274	76	29.586	1.4696646736532006E34	1.0085630907992893E33
1181	14600	4805.766	77	35.028	1.4696646736532006E34	1.0013468150704674E33
1182	14600	4250.914	75	31.854	1.4696646736532006E34	1.1285135261701756E33
1183	14600	4274.45	76	31.622	1.4696646736532006E34	1.185872502161106E33
1184	14600	4313.122	75	31.256	1.4696646736532006E34	1.1437231157299936E33
1185	14600	4120.55	74	31.342	1.4696646736532006E34	9.755682137543398E32
1186	14600	4252.662	76	31.28	1.4696646736532006E34	1.1194432584565107E33
1187	14600	4810.632	74	33.192	1.4696646736532006E34	1.3239633113197634E33
1188	14600	4878.928	76	33.94	1.4696646736532006E34	1.5779960595131015E33
1189	14600	4120.562	75	31.482	1.4696646736532006E34	1.014517982191851E33
1190	14600	4747.136	76	35.958	1.4696646736532006E34	1.2355602655668319E33
1191	14600	4584.06	75	35.528	1.4696646736532006E34	1.1774122622568716E33
1192	14600	4217.522	76	29.994	1.4696646736532006E34	1.0257249214574218E33
1193	14600	4216.64	74	30.006	1.4696646736532006E34	9.709956706556887E32
1194	14600	3922.724	75	27.482	1.4696646736532006E34	8.697209319949763E32
1195	14600	3887.208	75	27.518	1.4696646736532006E34	9.407861276524153E32
1196	14600	4034.982	73	27.984	1.4696646736532006E34	7.956595353704956E32
1197	14600	4636.984	75	31.878	1.4696646736532006E34	1.4401362215676782E33
1198	14600	4334.532	75	28.73	1.4696646736532006E34	1.2133933339221103E33
1199	14600	4092.852	75	28.592	1.4696646736532006E34	8.97170255810395E32
1200	14600	3762.934	74	28.066	1.4696646736532006E34	9.745987033963656E32
1201	14600	3980.612	76	28.434	1.4696646736532006E34	1.0016498817161956E33
1202	14600	4013.724	74	29.448	1.4696646736532006E34	9.616914486326243E32
1203	14600	3382.298	74	24.066	1.4696646736532006E34	6.193335599714314E32
1204	14600	3851.208	74	27.318	1.4696646736532006E34	7.757063370383694E32
1205	14600	3939.37	74	28.34	1.4696646736532006E34	8.715167764337153E32
1206	14600	3841.024	75	28.926	1.4696646736532006E34	7.73683558158142E32
1207	14600	3645.608	74	25.77	1.4696646736532006E34	7.320873441770317E32
1208	14600	3371.88	74	24.632	1.4696646736532006E34	6.2647533208005945E32
1209	14600	3257.776	75	25.262	1.4696646736532006E34	6.76178296153772E32
1210	14600	3389.958	75	25.67	1.4696646736532006E34	8.071501418401638E32
1211	14600	3770.434	74	27.768	1.4696646736532006E34	6.924725059256463E32
1212	14600	3486.104	73	23.644	1.4696646736532006E34	7.521697618005766E32
1213	14600	3691.214	75	26.102	1.4696646736532006E34	8.174869178801665E32
1214	14600	3161.648	75	23.034	1.4696646736532006E34	6.477250825440803E32
1215	14600	4052.062	74	28.59	1.4696646736532006E34	8.95478546238345E32
1216	14600	3765.044	75	25.73	1.4696646736532006E34	7.863199458442903E32
1217	14600	3945.014	75	28.846	1.4696646736532006E34	1.114361138146065E33
1218	14600	3566.16	76	25.356	1.4696646736532006E34	7.807090926327636E32
1219	14600	3771.144	75	27.14	1.4696646736532006E34	8.237447345275878E32
1220	14600	3716.26	74	26.314	1.4696646736532006E34	8.317003261088784E32
1221	14600	3922.082	75	30.194	1.4696646736532006E34	9.764002591645817E32
1222	14600	4123.356	74	27.458	1.4696646736532006E34	1.0926850754112368E33
1223	14600	3979.634	75	28.146	1.4696646736532006E34	1.134895582644329E33
1224	14600	4030.172	75	27.942	1.4696646736532006E34	9.55095740454028E32
1225	14600	4234.552	76	29.514	1.4696646736532006E34	1.093808742220079E33
1226	14600	3976.044	75	27.418	1.4696646736532006E34	1.2343401419721769E33
1227	14600	4295.46	74	27.564	1.4696646736532006E34	1.1663528097944168E33
1228	14600	3696.158	75	26.052	1.4696646736532006E34	9.594706332590232E32
1229	14600	3683.122	74	27.472	1.4696646736532006E34	1.1020839999043328E33
1230	14600	3777.344	74	26.776	1.4696646736532006E34	8.953804230382428E32
1231	14600	4299.124	75	30.132	1.4696646736532006E34	1.3509191123259784E33
1232	14600	4346.93	74	31.364	1.4696646736532006E34	1.2312944680534829E33
1233	14600	4167.222	74	28.32	1.4696646736532006E34	1.3517689934957826E33
1234	14600	3940.45	74	28.252	1.4696646736532006E34	1.0754143893583318E33
1235	14600	3614.826	75	26.22	1.4696646736532006E34	7.353967855479091E32
1236	14600	4031.454	74	28.698	1.4696646736532006E34	9.945630845226735E32
1237	14600	4094.306	75	28.988	1.4696646736532006E34	9.873488758806614E32
1238	14600	3973.61	75	26.814	1.4696646736532006E34	1.0361317736331863E33
1239	14600	4290.83	74	28.976	1.4696646736532006E34	1.1366080506588532E33
1240	14600	3710.004	74	27.792	1.4696646736532006E34	8.368624157332872E32
1241	14600	3963.17	75	29.67	1.4696646736532006E34	1.0989810324649697E33
1242	14600	3973.686	74	29.214	1.4696646736532006E34	1.0263354029291074E33
1243	14600	3933.4	74	27.688	1.4696646736532006E34	1.000482699175494E33
1244	14600	4080.526	75	28.772	1.4696646736532006E34	1.1093796477448042E33
1245	14600	4066.846	74	27.224	1.4696646736532006E34	1.0984443504976822E33
1246	14600	4118.95	75	27.63	1.4696646736532006E34	8.961890311896652E32
1247	14600	4221.514	74	28.008	1.4696646736532006E34	1.0870977892837031E33
1248	14600	3850.972	75	28.344	1.4696646736532006E34	8.746868392779486E32
1249	14600	4227.268	76	28.368	1.4696646736532006E34	1.2275672577811453E33
1250	14600	4056.932	74	28.186	1.4696646736532006E34	1.0257741419820851E33
1251	14600	4539.802	75	30.064	1.4696646736532006E34	1.2514699527977789E33
1252	14600	4218.476	74	31.266	1.4696646736532006E34	1.131951181539476E33
1253	14600	3839.24	74	26.122	1.4696646736532006E34	8.292057577687282E32
1254	14600	4006.442	74	31.21	1.4696646736532006E34	9.496162387262028E32
1255	14600	3810.216	74	27.288	1.4696646736532006E34	8.870974971062556E32
1256	14600	3679.182	74	25.042	1.4696646736532006E34	8.402397531844982E32
1257	14600	3998.068	77	26.824	1.4696646736532006E34	9.573756309084443E32
1258	14600	3958.728	75	26.88	1.4696646736532006E34	8.004520261362609E32
1259	14600	3456.664	75	26.222	1.4696646736532006E34	8.562891909373714E32
1260	14600	3804.894	75	25.936	1.4696646736532006E34	7.972255161194231E32
1261	14600	3672.502	75	26.232	1.4696646736532006E34	9.290238491347217E32
1262	14600	3164.23	75	23.37	1.4696646736532006E34	6.655090173294172E32
1263	14600	4080.744	75	27.25	1.4696646736532006E34	1.0281925011031953E33
1264	14600	3903.814	75	27.82	1.4696646736532006E34	1.0390124514966772E33
1265	14600	3891.102	75	28.05	1.4696646736532006E34	8.959253836735301E32
1266	14600	3443.438	74	24.056	1.4696646736532006E34	6.516313573689966E32
1267	14600	3341.562	75	24.49	1.4696646736532006E34	8.233777519524765E32
1268	14600	3890.476	76	28.88	1.4696646736532006E34	8.10315397090236E32
1269	14600	4169.07	75	29.948	1.4696646736532006E34	7.604789846139155E32
1270	14600	4147.288	74	29.652	1.4696646736532006E34	8.731755769226108E32
1271	14600	4231.354	75	29.416	1.4696646736532006E34	1.1469852644722388E33
1272	14600	4222.764	75	30.666	1.4696646736532006E34	1.3270986071135102E33
1273	14600	4433.956	74	33.65	1.4696646736532006E34	1.1476683388156661E33
1274	14600	4082.222	75	30.436	1.4696646736532006E34	1.0731509058556054E33
1275	14600	4171.562	74	28.704	1.4696646736532006E34	1.0775238384591707E33
1276	14600	4348.086	75	31.106	1.4696646736532006E34	1.2087741724806257E33
1277	14600	4126.64	75	30.138	1.4696646736532006E34	8.755362105380649E32
1278	14600	4032.216	75	28.25	1.4696646736532006E34	8.748171951368656E32
1279	14600	4777.52	75	34.108	1.4696646736532006E34	1.0586889484602622E33
1280	14600	4612.42	74	33.93	1.4696646736532006E34	1.1155367874809162E33
1281	14600	4278.344	74	31.878	1.4696646736532006E34	8.39520736388846E32
1282	14800	4309.314	74	32.656	3.0617859770469906E34	9.282963242084123E32
1283	14600	4030.382	74	31.352	1.4696646736532006E34	1.0304254988533924E33
1284	14600	4047.484	74	28.954	1.4696646736532006E34	1.3031678245400823E33
1285	14600	4181.208	74	28.836	1.4696646736532006E34	1.0261158571951381E33
1286	15000	4355.242	74	30.816	6.375194751874021E34	1.2204603675642692E33
1287	14600	3695.16	74	27.618	1.4696646736532006E34	6.652594280871524E32
1288	14600	3901.106	74	27.058	1.4696646736532006E34	9.123555859865262E32
1289	14600	4943.746	75	33.934	1.4696646736532006E34	1.3102931067428807E33
1290	14600	4473.876	75	31.078	1.4696646736532006E34	1.2613177690215172E33
1291	14600	4816.772	75	35.25	1.4696646736532006E34	1.1849899830831044E33
1292	14600	4263.634	75	31.452	1.4696646736532006E34	1.1155836909488597E33
1293	14600	4008.95	75	32.348	1.4696646736532006E34	1.1969094343260153E33
1294	14600	4257.214	75	31.464	1.4696646736532006E34	1.1218064277256818E33
1295	14600	4581.508	75	32.672	1.4696646736532006E34	1.196092269414857E33
1296	14600	4390.992	74	30.114	1.4696646736532006E34	1.243786631266324E33
1297	14600	4340.92	76	30.758	1.4696646736532006E34	9.158472771700544E32
1298	14600	4246.578	75	30.022	1.4696646736532006E34	1.1525514590079772E33
1299	14600	4147.122	75	31.606	1.4696646736532006E34	1.1100455924598451E33
1300	14600	3777.56	76	26.04	1.4696646736532006E34	9.083265275043541E32
1301	14600	4360.46	75	31.074	1.4696646736532006E34	1.330066184666131E33
1302	14600	4042.594	75	31.622	1.4696646736532006E34	1.1483675133730456E33
1303	14600	3942.374	74	29.254	1.4696646736532006E34	8.163831640765567E32
1304	14600	4370.768	76	30.574	1.4696646736532006E34	1.3744728085646467E33
1305	14600	3928.868	74	30.428	1.4696646736532006E34	1.0448600424372989E33
1306	14600	4440.742	74	35.462	1.4696646736532006E34	1.1510864035548122E33
1307	14600	3955.304	75	31.53	1.4696646736532006E34	1.1075299450034114E33
1308	14600	4306.574	75	33.824	1.4696646736532006E34	1.0830256988603403E33
1309	14600	4171.212	75	29.49	1.4696646736532006E34	1.076357929642966E33
1310	14600	3959.97	75	30.464	1.4696646736532006E34	9.313305353607508E32
1311	14600	3938.812	74	28.154	1.4696646736532006E34	9.839060995392952E32
1312	14600	4165.442	75	31.246	1.4696646736532006E34	1.1281456447006534E33
1313	14800	4398.144	76	32.1	3.0617859770469906E34	1.1483153252101722E33
1314	14600	4143.838	75	32.742	1.4696646736532006E34	1.1812361925476263E33
1315	14600	4417.444	75	35.012	1.4696646736532006E34	1.2118631963380277E33
1316	14600	4645.426	74	33.782	1.4696646736532006E34	1.313857863250673E33
1317	14600	4787.15	76	35.302	1.4696646736532006E34	1.5621493008897894E33
1318	14600	4942.322	75	36.758	1.4696646736532006E34	1.4251755166748472E33
1319	14600	4432.55	74	32.552	1.4696646736532006E34	1.0644257427542722E33
1320	14600	4704.108	74	35.046	1.4696646736532006E34	1.299953820493839E33
1321	14600	4772.148	74	34.652	1.4696646736532006E34	1.5366877638376108E33
1322	14600	4419.73	75	33.092	1.4696646736532006E34	1.4049975688660093E33
1323	14600	4008.738	75	31.602	1.4696646736532006E34	1.0404807568189538E33
1324	14600	4524.162	75	33.548	1.4696646736532006E34	1.317765579184088E33
1325	14600	4676.056	76	34.894	1.4696646736532006E34	1.2449143816953358E33
1326	14600	5036.738	76	38.58	1.4696646736532006E34	1.455134691792973E33
1327	14600	5056.906	75	38.782	1.4696646736532006E34	1.4972727686620505E33
1328	14600	4993.608	75	36.422	1.4696646736532006E34	1.5424989450993272E33
1329	14600	5143.75	76	35.744	1.4696646736532006E34	1.4277632758503096E33
1330	14600	4314.864	76	31.628	1.4696646736532006E34	1.2758782550696164E33
1331	14600	4720.614	76	35.306	1.4696646736532006E34	1.4549963926571122E33
1332	14600	4527.538	74	34.922	1.4696646736532006E34	1.4341255388025803E33
1333	14600	4521.504	75	35.054	1.4696646736532006E34	1.1867345707760191E33
1334	14600	5204.06	76	38.318	1.4696646736532006E34	1.5242129400006162E33
1335	14600	4877.234	74	34.788	1.4696646736532006E34	1.637613464908134E33
1336	14600	4895.12	75	36.976	1.4696646736532006E34	1.3248550392218833E33
1337	14600	4546.634	75	34.448	1.4696646736532006E34	1.2109459420325387E33
1338	14600	4257.67	75	31.602	1.4696646736532006E34	1.0321144153467225E33
1339	14600	4386.586	75	32.902	1.4696646736532006E34	1.2885890916298722E33
1340	14600	4045.588	75	30.414	1.4696646736532006E34	1.0124514670139705E33
1341	14600	4500.706	75	32.896	1.4696646736532006E34	1.1089993725387668E33
1342	14600	4127.57	76	31.318	1.4696646736532006E34	1.077846140552501E33
1343	14600	4699.666	75	33.34	1.4696646736532006E34	1.262277670544977E33
1344	14600	4821.798	75	32.77	1.4696646736532006E34	1.5187705178851365E33
1345	14600	4348.658	74	31.18	1.4696646736532006E34	1.3250412011151523E33
1346	14600	4208.058	74	31.07	1.4696646736532006E34	1.2801919119731913E33
1347	14600	4146.34	76	29.826	1.4696646736532006E34	1.0208813548532102E33
1348	14600	4085.374	74	28.776	1.4696646736532006E34	1.108192966188438E33
1349	14600	4272.16	74	31.224	1.4696646736532006E34	8.717850857861527E32
1350	14600	4382.118	76	30.278	1.4696646736532006E34	1.1389683400905612E33
1351	14600	4036.33	75	31.072	1.4696646736532006E34	9.674749866389096E32
1352	14600	4711.234	74	34.118	1.4696646736532006E34	1.0724678796309568E33
1353	14600	4667.12	75	34.716	1.4696646736532006E34	1.3037589496342355E33
1354	14600	4106.826	75	32.018	1.4696646736532006E34	1.057479705357311E33
1355	14600	4562.904	75	35.596	1.4696646736532006E34	1.1938302667769018E33
1356	14600	4595.8	74	34.074	1.4696646736532006E34	1.0556607903277853E33
1357	14600	4715.678	75	33.768	1.4696646736532006E34	1.0802131236200213E33
1358	14600	4266.954	74	32.424	1.4696646736532006E34	9.288057336790101E32
1359	14600	4806.76	75	35.402	1.4696646736532006E34	1.3614233929634116E33
1360	14600	4865.91	75	35.552	1.4696646736532006E34	1.1716471700737421E33
1361	14600	5114.176	74	35.16	1.4696646736532006E34	1.4146570323313337E33
1362	14600	4612.186	74	32.89	1.4696646736532006E34	1.4468678096587747E33
1363	14600	4185.86	74	31.068	1.4696646736532006E34	1.012121567969696E33
1364	14600	4669.274	74	33.328	1.4696646736532006E34	1.203466453424906E33
1365	14600	4542.286	74	32.492	1.4696646736532006E34	1.2695263087942043E33
1366	14600	4428.42	75	34.51	1.4696646736532006E34	1.2257542720870344E33
1367	14600	4791.456	75	34.34	1.4696646736532006E34	1.456708742495961E33
1368	14600	4075.232	74	30.864	1.4696646736532006E34	9.221869045774204E32
1369	14600	4197.506	76	30.298	1.4696646736532006E34	1.1434630765565347E33
1370	14600	4420.57	74	33.32	1.4696646736532006E34	1.1774942440173549E33
1371	14600	4286.38	75	31.828	1.4696646736532006E34	1.0144771393493676E33
1372	14600	3968.52	74	31.818	1.4696646736532006E34	1.0122841728111585E33
1373	14600	5032.412	77	34.786	1.4696646736532006E34	1.5856779594364474E33
1374	14600	4651.16	75	31.722	1.4696646736532006E34	1.2904070114350959E33
1375	14600	4138.354	74	32.818	1.4696646736532006E34	8.073480176298339E32
1376	14600	4569.682	74	34.41	1.4696646736532006E34	1.156069166131129E33
1377	14600	4575.096	75	32.792	1.4696646736532006E34	1.2215502250066297E33
1378	14600	4684.088	75	34.262	1.4696646736532006E34	1.2256375723304141E33
1379	14600	5004.368	75	33.776	1.4696646736532006E34	1.4704080437870154E33
1380	14600	4924.64	75	32.426	1.4696646736532006E34	1.4722072531828573E33
1381	14600	4698.99	74	32.474	1.4696646736532006E34	1.2051858607314417E33
1382	14600	4892.248	76	34.766	1.4696646736532006E34	1.4215098776634827E33
1383	14600	4705.646	75	32.52	1.4696646736532006E34	1.3711271748898782E33
1384	14600	5544.334	75	36.928	1.4696646736532006E34	1.857763759538745E33
1385	14600	5530.088	76	37.498	1.4696646736532006E34	1.570296610071518E33
1386	14600	4581.274	75	32.376	1.4696646736532006E34	1.2915565697780366E33
1387	14600	4407.138	75	32.27	1.4696646736532006E34	1.2967131697256161E33
1388	14600	4975.75	76	36.5	1.4696646736532006E34	1.5481437253689042E33
1389	14600	5083.902	75	36.574	1.4696646736532006E34	1.4473955608846887E33
1390	14600	4950.96	75	34.782	1.4696646736532006E34	1.369775942242464E33
1391	14600	5095.19	76	36.616	1.4696646736532006E34	1.2319353561431901E33
1392	14600	5264.608	74	36.09	1.4696646736532006E34	1.5985524470170346E33
1393	14600	4749.358	77	36.42	1.4696646736532006E34	1.0647928485091162E33
1394	14600	4836.718	75	36.49	1.4696646736532006E34	1.2792409433693917E33
1395	14600	5311.564	74	38.312	1.4696646736532006E34	1.5144274019838162E33
1396	14600	5314.204	75	39.924	1.4696646736532006E34	1.689799234153671E33
1397	14600	5366.532	74	37.656	1.4696646736532006E34	1.6535055923514127E33
1398	14600	5174.79	75	38.022	1.4696646736532006E34	1.5941890532365283E33
1399	14600	4998.594	75	38.574	1.4696646736532006E34	1.3864005637401973E33
1400	14600	4579.844	75	35.99	1.4696646736532006E34	1.2538921024948673E33
1401	14600	5125.092	74	37.698	1.4696646736532006E34	1.5287490003423048E33
1402	14600	4836.238	75	37.368	1.4696646736532006E34	1.1511319227522872E33
1403	14600	4827.012	75	35.178	1.4696646736532006E34	1.5073050879808055E33
1404	14600	4926.434	74	36.222	1.4696646736532006E34	1.4675682859206384E33
1405	14600	5330.612	74	39.426	1.4696646736532006E34	1.93603322470688E33
1406	14600	4857.164	75	36.548	1.4696646736532006E34	1.407098083648225E33
1407	14600	5517.566	76	40.094	1.4696646736532006E34	1.2544843536496715E33
1408	14600	5350.69	75	38.438	1.4696646736532006E34	1.1784016680398828E33
1409	14600	5160.084	75	37.766	1.4696646736532006E34	1.4673333744110397E33
1410	14600	4904.342	75	36.062	1.4696646736532006E34	1.323914858672938E33
1411	14600	5158.794	75	38.17	1.4696646736532006E34	1.5123831729268784E33
1412	14600	5077.804	74	38.302	1.4696646736532006E34	2.1037430877081846E33
1413	14600	5366.076	75	41.388	1.4696646736532006E34	1.7380339291211227E33
1414	14600	4942.156	75	36.034	1.4696646736532006E34	1.4947229306803778E33
1415	14600	5002.1	74	37.806	1.4696646736532006E34	1.3966742501810415E33
1416	14600	4677.19	75	34.25	1.4696646736532006E34	1.4535065228080856E33
1417	14600	4694.928	75	35.674	1.4696646736532006E34	1.410643222928268E33
1418	14600	4735.3	74	35.162	1.4696646736532006E34	1.2421878956535168E33
1419	14600	4979.028	75	35.75	1.4696646736532006E34	1.4689531047926885E33
1420	14600	5186.174	76	37.38	1.4696646736532006E34	1.4825943803200045E33
1421	14600	4906.136	74	36.296	1.4696646736532006E34	1.3610386746963154E33
1422	14600	4868.73	75	35.182	1.4696646736532006E34	1.509881567657445E33
1423	14600	4513.686	74	33.504	1.4696646736532006E34	1.3061510267249824E33
1424	14600	4895.584	74	37.938	1.4696646736532006E34	1.5633486119607988E33
1425	14600	4996.582	75	36.504	1.4696646736532006E34	1.7088684832036565E33
1426	14600	4628.824	75	36.638	1.4696646736532006E34	1.4122667906454732E33
1427	14600	5202.556	75	37.458	1.4696646736532006E34	1.5757260400299112E33
1428	14600	4666.23	75	35.774	1.4696646736532006E34	1.3021055565699493E33
1429	14600	5002.25	75	35.274	1.4696646736532006E34	1.5348946996550885E33
1430	14600	4753.128	75	36.35	1.4696646736532006E34	1.1719841181223103E33
1431	14600	5185.566	75	39.318	1.4696646736532006E34	1.69820368907403E33
1432	14600	4676.098	74	35.718	1.4696646736532006E34	1.300836688309803E33
1433	14600	5484.4	75	39.958	1.4696646736532006E34	1.7654859676200412E33
1434	14600	5347.784	75	41.17	1.4696646736532006E34	1.810892653395022E33
1435	14600	5495.544	74	41.432	1.4696646736532006E34	1.4848025549189376E33
1436	14600	5751.474	74	40.048	1.4696646736532006E34	1.7775419648070817E33
1437	14600	5653.918	75	41.982	1.4696646736532006E34	2.0219208514984657E33
1438	14600	5836.166	76	42.148	1.4696646736532006E34	1.7430454610591817E33
1439	14600	5888.294	77	41.056	1.4696646736532006E34	1.7157758567210906E33
1440	14600	5311.164	75	41.542	1.4696646736532006E34	1.5715363073346665E33
1441	14600	5472.414	74	41.272	1.4696646736532006E34	1.6724724701396354E33
1442	14600	5389.672	75	42.256	1.4696646736532006E34	1.4603072110992218E33
1443	14600	5286.538	75	38.682	1.4696646736532006E34	1.5552828608687815E33
